student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,previous_gpa,pass_fail
S07941,Male,15,Bachelor,Low,Yes,Moderate,3.09,74.0,6.57,1.6,59.9,95.1,2,No,1.21,Fail
S07942,Female,18,High School,Medium,Yes,Quiet,1.58,87.9,6.37,0.3,83.0,95.5,0,No,1.11,Fail
S07943,Female,15,Bachelor,Medium,Yes,Moderate,4.07,90.6,10.0,5.9,68.6,60.1,2,No,1.82,Fail
S07944,Female,17,Bachelor,Medium,Yes,Quiet,5.06,90.7,5.95,1.9,92.3,78.6,0,No,2.95,Pass
S07945,Male,15,High School,Low,Yes,Moderate,2.97,100.0,6.98,0.3,70.0,78.4,5,No,2.32,Pass
S07946,Male,16,High School,High,Yes,Moderate,3.38,90.5,7.48,1.6,74.5,81.3,1,No,1.69,Fail
S07947,Male,16,Bachelor,Medium,Yes,Noisy,0.5,87.5,7.36,3.1,64.6,76.4,4,No,1.5,Fail
S07948,Male,15,Bachelor,Low,Yes,Quiet,2.48,100.0,7.58,0.6,95.1,55.5,1,Yes,2.44,Pass
S07949,Male,18,Bachelor,Medium,Yes,Moderate,2.16,63.7,7.36,1.6,86.4,92.0,1,No,2.5,Fail
S07950,Female,15,High School,Low,Yes,Noisy,1.97,100.0,6.67,0.3,100.0,95.2,1,No,2.11,Pass
S07951,Male,15,Master,Medium,Yes,Moderate,2.21,100.0,7.01,4.7,98.9,62.0,1,Yes,2.26,Pass
S07952,Male,18,Bachelor,Medium,Yes,Noisy,2.33,83.5,6.34,2.4,73.4,58.9,1,No,2.76,Pass
S07953,Male,18,High School,Medium,Yes,Noisy,1.25,77.9,6.26,0.3,56.7,39.6,4,No,1.38,Fail
S07954,Male,18,High School,Low,Yes,Moderate,2.42,78.4,5.68,1.1,70.6,77.3,2,No,2.0,Fail
S07955,Female,16,Master,Medium,Yes,Quiet,1.75,82.1,7.79,1.5,77.6,66.4,3,Yes,1.74,Fail
S07956,Male,15,Master,Low,Yes,Moderate,3.95,97.0,8.1,2.5,53.0,52.4,5,Yes,2.4,Pass
S07957,Female,17,High School,Medium,Yes,Moderate,3.4,60.3,6.41,1.1,67.3,72.4,2,No,2.16,Fail
S07958,Female,18,Master,Low,Yes,Moderate,3.4,100.0,6.92,2.0,95.2,57.5,1,Yes,2.13,Pass
S07959,Female,18,High School,Medium,Yes,Moderate,4.17,85.0,8.6,1.5,67.1,76.6,1,No,2.4,Pass
S07960,Male,15,PhD,Low,Yes,Moderate,2.01,96.8,8.12,0.3,66.9,59.7,2,No,1.67,Fail
S07961,Female,17,High School,Medium,Yes,Moderate,3.32,72.7,7.89,1.1,87.8,57.9,1,No,2.22,Pass
S07962,Male,15,High School,Medium,Yes,Moderate,4.28,92.2,7.27,1.3,71.9,71.4,3,No,2.74,Pass
S07963,Male,15,Bachelor,Low,Yes,Quiet,1.92,88.9,6.37,0.7,80.2,64.5,0,Yes,1.37,Fail
S07964,Male,18,High School,Low,No,Noisy,0.56,90.6,6.48,0.3,85.9,48.3,1,No,1.3,Fail
S07965,Male,18,Bachelor,Medium,Yes,Noisy,2.17,78.1,7.24,1.6,70.7,87.6,1,No,1.7,Pass
S07966,Male,16,Master,Low,Yes,Moderate,4.15,81.2,7.44,3.8,91.6,64.3,1,No,2.76,Pass
S07967,Female,17,Master,Medium,Yes,Quiet,1.86,72.6,6.03,2.3,90.4,82.9,1,No,1.34,Fail
S07968,Female,17,Bachelor,Medium,No,Quiet,2.44,92.6,8.25,0.0,84.9,74.3,1,No,2.74,Pass
S07969,Male,18,Bachelor,Medium,Yes,Quiet,2.06,98.4,8.41,4.0,100.0,41.7,0,No,1.74,Fail
S07970,Female,18,High School,High,No,Quiet,2.77,87.8,7.79,1.5,93.2,77.8,3,No,1.75,Fail
S07971,Male,18,High School,Medium,Yes,Quiet,1.74,58.2,8.5,4.7,75.9,64.2,1,Yes,0.76,Fail
S07972,Female,17,Bachelor,Medium,Yes,Quiet,1.22,98.6,7.64,3.7,68.6,66.6,3,Yes,2.28,Fail
S07973,Female,16,High School,Medium,Yes,Quiet,2.47,86.2,7.27,2.0,82.3,100.0,1,Yes,2.2,Fail
S07974,Female,17,Bachelor,High,Yes,Moderate,2.68,58.5,7.05,2.2,79.0,77.2,4,No,2.29,Fail
S07975,Female,18,Bachelor,Low,Yes,Noisy,4.34,68.0,6.68,0.8,79.1,67.8,1,No,2.68,Pass
S07976,Female,18,High School,High,Yes,Quiet,3.08,74.5,6.99,3.5,71.6,63.6,1,No,1.56,Fail
S07977,Male,16,Bachelor,High,Yes,Moderate,1.59,85.0,5.96,4.9,80.6,99.3,4,Yes,2.17,Fail
S07978,Male,15,High School,Medium,Yes,Noisy,2.12,74.8,6.92,1.4,100.0,69.9,2,Yes,1.06,Fail
S07979,Female,15,Bachelor,Medium,Yes,Noisy,3.86,76.1,5.83,1.6,90.3,85.3,2,No,2.22,Pass
S07980,Male,17,Master,High,Yes,Quiet,2.49,94.1,6.2,5.5,82.1,75.2,3,No,1.64,Fail
S07981,Female,15,Bachelor,Medium,Yes,Quiet,1.69,96.9,8.23,2.6,98.6,72.4,0,No,1.45,Fail
S07982,Male,15,High School,Medium,Yes,Quiet,3.1,94.5,8.18,0.2,90.9,85.3,0,No,2.95,Pass
S07983,Female,17,Bachelor,Medium,Yes,Quiet,2.05,68.6,6.16,0.5,75.1,73.7,0,Yes,1.8,Fail
S07984,Female,18,High School,Medium,Yes,Moderate,3.57,94.4,7.87,5.1,79.2,69.7,0,Yes,2.24,Pass
S07985,Female,15,Bachelor,Low,Yes,Quiet,3.44,80.2,6.41,3.2,93.5,77.8,1,Yes,1.4,Fail
S07986,Male,18,Bachelor,Medium,No,Moderate,1.62,100.0,6.34,0.9,83.6,52.9,2,No,2.23,Fail
S07987,Male,17,Bachelor,Medium,Yes,Quiet,5.14,87.6,8.39,3.0,86.4,76.9,4,No,2.78,Pass
S07988,Female,18,Master,High,Yes,Moderate,2.85,97.2,5.91,1.3,61.2,71.8,2,No,1.93,Pass
S07989,Female,18,Bachelor,Medium,Yes,Quiet,0.5,90.6,5.21,0.0,72.1,62.5,4,No,1.35,Fail
S07990,Male,17,High School,High,Yes,Moderate,3.46,89.3,6.33,2.0,79.1,75.3,2,No,2.48,Pass
S07991,Male,18,High School,Medium,Yes,Moderate,0.5,81.3,6.4,2.5,97.0,60.6,2,No,1.39,Fail
S07992,Male,15,Master,Medium,Yes,Moderate,4.25,97.1,6.63,0.1,100.0,57.3,0,No,2.46,Pass
S07993,Male,15,High School,Low,Yes,Quiet,3.07,94.3,5.28,0.6,66.5,87.2,5,Yes,1.86,Fail
S07994,Male,15,Bachelor,Medium,Yes,Quiet,2.82,81.7,7.35,1.0,70.7,82.2,1,Yes,1.88,Pass
S07995,Female,15,Bachelor,High,Yes,Quiet,2.9,80.6,8.9,2.2,86.7,82.3,4,No,2.48,Pass
S07996,Male,18,Bachelor,Low,Yes,Moderate,3.6,77.9,7.3,2.7,100.0,89.1,0,No,2.36,Pass
S07997,Female,15,Master,High,Yes,Quiet,2.32,93.2,6.78,0.3,65.1,80.4,3,No,1.75,Pass
S07998,Female,18,Bachelor,Low,Yes,Moderate,2.89,87.4,7.67,1.6,50.6,46.9,1,Yes,1.54,Fail
S07999,Male,16,Bachelor,Low,Yes,Quiet,3.04,87.9,7.07,1.8,82.5,84.5,2,Yes,1.12,Fail
S08000,Male,18,Master,Low,Yes,Quiet,0.5,81.4,7.06,0.0,59.8,63.9,4,No,1.64,Fail
S08001,Female,15,Bachelor,Medium,Yes,Moderate,3.61,99.6,6.92,2.8,88.5,62.2,7,No,1.94,Fail
S08002,Male,16,Bachelor,Low,Yes,Moderate,3.81,70.1,7.22,3.4,91.7,78.9,1,No,2.54,Pass
S08003,Female,17,Bachelor,Medium,Yes,Quiet,3.44,92.8,6.59,3.0,76.7,85.1,3,Yes,2.33,Pass
S08004,Male,18,Bachelor,Medium,Yes,Moderate,3.36,94.8,5.37,0.5,73.3,77.3,3,No,2.64,Pass
S08005,Male,15,Master,Medium,Yes,Moderate,4.81,81.8,8.85,3.4,69.3,67.6,1,Yes,1.88,Fail
S08006,Male,15,High School,Medium,Yes,Quiet,2.85,70.5,7.53,2.3,81.0,83.4,2,Yes,2.45,Fail
S08007,Female,15,High School,Medium,Yes,Quiet,2.89,88.8,6.3,4.0,60.2,73.6,1,No,1.41,Fail
S08008,Male,17,Master,High,Yes,Moderate,2.12,97.0,7.35,3.2,73.1,76.1,1,No,1.83,Fail
S08009,Female,16,Bachelor,Medium,Yes,Noisy,0.6,100.0,5.87,3.0,69.0,55.0,3,No,0.95,Fail
S08010,Male,16,High School,Low,Yes,Quiet,3.45,91.6,7.38,2.1,84.1,50.7,1,No,2.25,Pass
S08011,Female,15,Bachelor,Medium,Yes,Moderate,2.24,78.9,7.74,3.9,85.2,65.0,0,Yes,1.3,Fail
S08012,Male,18,PhD,Medium,Yes,Noisy,0.59,91.9,8.03,0.8,100.0,55.2,1,No,1.31,Fail
S08013,Female,15,Master,Medium,Yes,Moderate,2.81,90.0,7.57,0.6,65.3,90.2,2,No,1.63,Fail
S08014,Female,15,Bachelor,High,Yes,Quiet,2.77,88.2,6.81,6.6,74.8,47.9,2,No,1.54,Fail
S08015,Female,18,High School,High,Yes,Moderate,2.62,76.2,8.02,0.0,94.0,59.4,3,Yes,2.08,Fail
S08016,Female,15,Master,Low,Yes,Quiet,3.06,91.0,6.45,0.7,87.1,44.1,6,Yes,1.58,Fail
S08017,Female,17,Bachelor,Medium,Yes,Quiet,1.02,89.7,7.3,3.7,70.1,75.9,0,No,0.65,Fail
S08018,Female,15,Master,Medium,Yes,Quiet,4.09,100.0,6.27,0.1,60.2,60.5,1,No,2.56,Pass
S08019,Male,17,High School,High,Yes,Quiet,3.42,85.9,7.23,3.6,100.0,95.0,2,No,1.25,Fail
S08020,Female,15,High School,Medium,Yes,Quiet,4.39,100.0,8.49,4.3,56.1,75.7,1,No,2.71,Pass
S08021,Female,16,Bachelor,Medium,Yes,Moderate,2.23,98.9,7.77,4.5,61.3,65.7,2,No,1.65,Fail
S08022,Female,18,High School,High,Yes,Noisy,3.41,85.5,7.92,2.6,82.8,73.7,3,No,1.47,Fail
S08023,Male,16,Bachelor,Medium,Yes,Quiet,0.66,97.4,8.11,0.7,94.4,76.6,1,Yes,1.22,Fail
S08024,Male,15,PhD,Medium,Yes,Quiet,1.9,77.2,6.93,1.1,66.8,81.8,1,No,1.48,Fail
S08025,Male,15,Bachelor,High,Yes,Moderate,1.25,83.1,6.13,4.4,90.2,85.0,2,No,1.62,Fail
S08026,Female,17,Master,High,Yes,Moderate,3.21,79.6,5.15,0.0,64.9,64.2,3,Yes,2.2,Pass
S08027,Male,15,Bachelor,Low,Yes,Moderate,1.57,83.4,5.92,3.7,92.0,57.2,2,No,2.17,Fail
S08028,Male,15,Master,Medium,Yes,Moderate,2.37,65.0,7.12,0.1,92.2,75.7,1,No,2.06,Fail
S08029,Female,15,Master,Medium,Yes,Noisy,2.89,100.0,4.97,2.4,66.8,95.8,2,Yes,1.53,Pass
S08030,Female,16,Bachelor,High,Yes,Quiet,2.41,82.0,7.18,1.6,93.2,89.1,4,Yes,2.28,Pass
S08031,Male,17,Bachelor,High,Yes,Quiet,1.32,92.9,7.49,1.8,65.3,98.6,2,No,1.58,Fail
S08032,Female,16,Bachelor,Medium,Yes,Quiet,4.87,87.5,5.44,4.5,42.8,94.3,4,Yes,1.98,Pass
S08033,Female,17,Bachelor,Medium,Yes,Moderate,3.04,82.3,7.88,1.7,77.8,52.8,2,No,1.6,Fail
S08034,Female,16,High School,Low,Yes,Noisy,4.88,72.2,6.58,4.1,85.8,69.4,2,Yes,3.35,Pass
S08035,Female,15,Master,Medium,Yes,Noisy,1.66,75.9,5.36,1.4,91.4,68.3,0,No,2.38,Pass
S08036,Male,16,PhD,Medium,Yes,Noisy,2.45,82.6,5.31,2.9,96.1,71.7,1,Yes,1.99,Fail
S08037,Female,16,Bachelor,Medium,Yes,Quiet,3.0,80.3,6.94,2.3,64.4,72.7,2,No,1.9,Fail
S08038,Male,17,Bachelor,Medium,Yes,Moderate,4.74,75.3,7.08,0.4,79.8,86.4,2,Yes,2.45,Pass
S08039,Male,17,Bachelor,Medium,Yes,Quiet,4.88,78.1,6.99,0.5,73.4,44.3,1,No,1.7,Fail
S08040,Male,16,Bachelor,High,Yes,Noisy,2.38,89.6,8.04,2.1,79.8,82.0,2,No,2.14,Fail
S08041,Male,17,Bachelor,Low,Yes,Quiet,2.02,93.8,7.06,1.9,100.0,78.9,2,No,2.51,Pass
S08042,Female,17,Master,Medium,Yes,Quiet,2.89,73.3,6.42,3.5,77.1,79.0,2,No,2.22,Pass
S08043,Female,17,Bachelor,Medium,Yes,Noisy,4.34,76.2,6.68,0.0,65.3,61.0,3,No,2.51,Pass
S08044,Female,18,High School,Medium,Yes,Moderate,3.06,87.2,8.08,1.3,76.2,79.1,3,No,2.2,Fail
S08045,Male,17,Master,Medium,Yes,Noisy,3.28,83.4,5.88,3.1,92.7,62.3,4,No,1.37,Fail
S08046,Male,18,Bachelor,Low,Yes,Quiet,4.33,81.3,7.16,2.1,87.3,74.0,0,Yes,2.27,Pass
S08047,Male,18,Master,Low,Yes,Noisy,4.13,94.2,7.21,0.3,95.6,67.6,3,Yes,3.14,Pass
S08048,Female,17,High School,Low,Yes,Moderate,4.18,86.8,8.02,3.0,100.0,58.9,2,Yes,2.26,Pass
S08049,Male,16,High School,Low,No,Moderate,3.75,68.8,7.11,3.8,100.0,45.3,1,No,1.51,Fail
S08050,Female,17,Master,Medium,Yes,Moderate,4.62,77.0,6.04,1.0,68.0,82.9,2,Yes,2.05,Fail
S08051,Female,15,High School,Low,Yes,Moderate,1.54,68.4,7.19,4.0,91.2,62.9,2,No,2.18,Pass
S08052,Female,16,Master,Medium,Yes,Moderate,5.7,83.2,7.72,1.6,53.8,66.8,2,No,3.11,Pass
S08053,Female,18,Master,Low,Yes,Quiet,4.27,71.7,7.14,2.0,96.4,76.7,2,No,2.8,Pass
S08054,Male,18,Bachelor,Medium,Yes,Moderate,2.81,67.4,8.1,1.7,56.8,51.4,5,No,1.15,Fail
S08055,Female,16,High School,Medium,Yes,Moderate,4.33,64.4,5.69,4.0,56.8,79.3,5,Yes,2.0,Fail
S08056,Male,16,Bachelor,Medium,Yes,Quiet,2.58,100.0,6.84,2.3,77.2,74.1,1,No,1.62,Fail
S08057,Female,17,Master,Medium,Yes,Quiet,3.57,71.3,7.01,3.7,94.0,50.1,1,No,2.3,Fail
S08058,Male,18,Bachelor,High,Yes,Moderate,3.71,81.8,7.77,1.8,65.9,60.6,1,Yes,2.46,Pass
S08059,Male,15,Bachelor,Low,No,Quiet,4.03,85.6,7.9,3.0,72.1,84.2,1,No,2.18,Pass
S08060,Female,17,Bachelor,Medium,Yes,Quiet,2.45,86.2,7.02,0.9,67.5,87.9,3,Yes,2.25,Pass
S08061,Female,16,High School,Medium,Yes,Noisy,4.06,91.2,6.64,4.0,82.2,83.7,2,No,2.44,Pass
S08062,Female,18,Master,Low,No,Quiet,2.47,84.5,7.19,2.0,93.8,58.5,3,Yes,1.42,Pass
S08063,Male,16,Master,Medium,Yes,Quiet,3.88,80.5,5.86,4.4,80.3,61.4,5,No,1.26,Fail
S08064,Female,16,PhD,Low,Yes,Moderate,2.98,87.2,6.51,2.4,70.7,53.1,1,Yes,1.68,Fail
S08065,Female,16,Bachelor,High,Yes,Moderate,0.81,87.1,7.57,2.6,100.0,81.0,1,No,1.47,Fail
S08066,Male,17,Master,Low,Yes,Quiet,2.12,85.5,7.35,5.9,95.3,51.2,1,No,1.14,Fail
S08067,Female,15,High School,Low,Yes,Noisy,4.02,91.4,6.34,3.6,68.3,96.1,1,No,2.34,Pass
S08068,Male,15,Bachelor,Medium,Yes,Moderate,2.64,78.7,6.22,2.8,66.6,69.1,0,Yes,1.12,Fail
S08069,Female,18,Bachelor,Medium,Yes,Quiet,4.46,83.0,6.2,0.7,73.9,65.5,3,No,2.34,Pass
S08070,Male,16,Master,Medium,Yes,Quiet,1.54,71.7,6.27,1.4,94.7,62.8,7,No,1.09,Fail
S08071,Male,15,Master,Low,Yes,Moderate,3.84,82.6,7.15,3.7,41.1,59.6,0,No,2.29,Fail
S08072,Female,16,Master,High,Yes,Quiet,2.94,78.6,8.2,2.0,99.6,69.7,1,No,1.88,Pass
S08073,Male,18,Master,High,Yes,Noisy,2.7,95.6,8.32,2.2,74.6,56.1,4,No,1.76,Fail
S08074,Female,16,Master,Medium,Yes,Quiet,1.59,70.4,6.08,0.9,61.6,84.7,2,No,1.89,Fail
S08075,Female,15,High School,Medium,Yes,Moderate,3.25,80.2,7.33,3.1,82.1,82.6,2,No,2.11,Pass
S08076,Male,16,Master,Medium,Yes,Moderate,1.79,79.8,7.28,2.7,84.2,73.3,1,No,1.96,Fail
S08077,Female,15,Bachelor,Low,Yes,Noisy,2.24,91.7,7.21,3.6,93.1,82.7,1,No,2.03,Pass
S08078,Male,18,High School,Medium,Yes,Quiet,2.83,72.2,6.02,4.4,97.2,57.3,1,Yes,1.59,Fail
S08079,Male,16,High School,Low,Yes,Moderate,2.56,85.0,6.26,3.2,85.2,53.3,3,No,0.57,Fail
S08080,Male,15,Bachelor,High,Yes,Quiet,4.23,85.8,7.34,0.7,87.6,77.0,5,No,2.58,Pass
S08081,Male,18,High School,Low,Yes,Noisy,0.5,94.2,6.62,0.2,81.0,68.0,0,Yes,1.63,Fail
S08082,Male,16,Bachelor,Medium,Yes,Moderate,2.79,76.5,7.09,3.6,90.0,71.1,1,Yes,2.24,Pass
S08083,Male,18,Bachelor,Low,Yes,Quiet,2.56,71.9,5.99,2.7,70.8,54.4,3,No,1.83,Fail
S08084,Male,15,Master,Medium,Yes,Moderate,2.99,89.8,6.51,5.1,74.1,70.8,1,No,2.2,Pass
S08085,Male,16,Master,Low,No,Quiet,2.35,71.1,5.67,2.5,56.5,53.0,2,Yes,1.71,Fail
S08086,Female,16,Bachelor,Medium,Yes,Quiet,4.23,79.8,7.26,0.0,100.0,86.2,1,No,2.11,Pass
S08087,Female,16,High School,Low,No,Moderate,2.69,82.6,6.65,0.6,70.5,69.3,2,No,2.18,Pass
S08088,Male,18,High School,High,Yes,Quiet,3.16,91.2,7.27,1.4,96.1,91.0,0,Yes,2.9,Pass
S08089,Female,18,High School,High,Yes,Noisy,4.07,69.6,6.63,5.1,98.9,72.6,4,Yes,1.44,Fail
S08090,Female,15,High School,Medium,No,Quiet,3.06,82.0,7.24,4.3,56.8,58.7,3,No,0.85,Fail
S08091,Female,17,PhD,Low,Yes,Moderate,1.48,85.3,8.81,1.7,82.0,81.7,2,No,1.96,Fail
S08092,Female,16,Bachelor,Low,Yes,Noisy,2.49,76.4,6.48,2.2,89.8,53.0,0,No,1.51,Fail
S08093,Female,16,High School,High,Yes,Quiet,2.85,81.4,7.49,0.5,71.7,65.6,2,No,2.18,Pass
S08094,Female,15,High School,Low,Yes,Quiet,1.02,93.9,6.34,0.4,59.5,67.4,2,Yes,2.12,Pass
S08095,Male,16,Bachelor,Low,Yes,Quiet,2.15,79.9,6.87,4.2,100.0,35.9,2,Yes,1.86,Fail
S08096,Female,18,Bachelor,Medium,Yes,Noisy,2.92,81.4,7.47,3.9,89.7,91.9,2,No,2.3,Pass
S08097,Female,18,High School,Low,Yes,Noisy,5.41,93.9,7.28,2.1,80.6,78.1,1,No,2.61,Pass
S08098,Female,16,PhD,Low,No,Quiet,3.45,82.8,7.69,5.3,64.3,48.6,2,Yes,2.04,Fail
S08099,Female,16,High School,Medium,Yes,Quiet,3.19,98.4,7.96,3.2,64.8,74.8,2,No,2.2,Pass
S08100,Male,18,High School,Medium,Yes,Noisy,5.03,68.6,7.66,2.8,82.5,53.2,2,No,2.33,Pass
S08101,Male,16,High School,Low,Yes,Moderate,3.71,82.3,7.92,2.8,73.0,74.7,0,No,2.92,Pass
S08102,Male,18,Bachelor,Medium,Yes,Moderate,3.87,92.8,7.21,0.9,83.3,56.2,1,Yes,2.76,Pass
S08103,Male,17,High School,Medium,Yes,Moderate,2.51,77.8,6.27,3.9,85.6,71.0,1,No,1.55,Fail
S08104,Female,17,High School,Medium,Yes,Moderate,1.48,82.7,7.8,3.9,73.2,76.0,0,Yes,1.44,Fail
S08105,Male,16,High School,Low,Yes,Noisy,3.31,97.6,6.62,2.9,100.0,73.8,1,No,2.3,Pass
S08106,Male,16,Bachelor,Medium,Yes,Noisy,5.19,77.3,7.69,0.8,68.7,65.2,2,No,2.62,Pass
S08107,Male,16,High School,Medium,Yes,Noisy,4.82,89.8,5.74,4.1,65.8,60.0,4,Yes,2.61,Pass
S08108,Male,18,High School,Medium,Yes,Noisy,3.79,92.5,6.64,0.0,86.3,65.9,1,No,2.15,Fail
S08109,Female,17,Bachelor,Low,Yes,Quiet,2.18,85.8,6.31,1.3,87.2,85.2,0,Yes,2.42,Pass
S08110,Male,17,High School,Low,Yes,Quiet,1.14,85.4,7.39,3.4,65.0,77.2,4,No,1.36,Fail
S08111,Female,15,Bachelor,High,Yes,Noisy,2.01,74.8,6.42,1.9,74.9,81.5,3,Yes,2.33,Fail
S08112,Male,15,High School,Medium,Yes,Quiet,3.26,92.3,6.98,1.0,56.9,69.5,1,Yes,2.24,Pass
S08113,Female,16,High School,Medium,Yes,Moderate,2.43,72.5,6.85,4.6,71.5,85.3,3,Yes,1.45,Fail
S08114,Female,18,Bachelor,High,Yes,Noisy,4.2,88.9,8.03,4.2,92.0,92.3,0,No,2.81,Pass
S08115,Male,16,High School,Medium,No,Moderate,1.21,79.8,7.47,4.1,60.6,49.6,0,No,1.5,Fail
S08116,Male,17,High School,Medium,Yes,Quiet,2.85,81.1,7.29,3.0,63.6,54.1,1,No,2.04,Fail
S08117,Male,16,Bachelor,Low,Yes,Quiet,2.08,83.0,7.02,2.6,67.6,86.2,2,No,2.48,Pass
S08118,Male,16,Master,High,Yes,Quiet,4.19,90.0,6.23,5.1,97.1,95.9,4,Yes,2.38,Pass
S08119,Female,17,Bachelor,Medium,Yes,Moderate,3.65,100.0,6.12,4.7,95.0,53.4,0,No,2.74,Pass
S08120,Female,17,Master,Medium,Yes,Quiet,2.0,86.1,7.28,2.4,48.5,49.6,3,No,1.79,Fail
S08121,Male,17,Master,Medium,Yes,Noisy,4.03,77.8,5.59,6.6,53.2,58.6,3,Yes,1.63,Fail
S08122,Male,17,PhD,High,Yes,Quiet,1.05,70.6,6.96,2.3,81.3,62.7,2,No,2.08,Fail
S08123,Female,15,Master,Medium,Yes,Moderate,0.86,96.6,7.11,3.1,55.9,72.3,1,No,1.23,Fail
S08124,Male,18,Bachelor,Low,Yes,Quiet,1.94,86.8,5.59,4.6,98.1,81.6,2,No,1.82,Fail
S08125,Female,18,High School,Medium,Yes,Moderate,0.62,82.7,6.94,3.1,47.0,67.2,2,Yes,1.26,Fail
S08126,Male,17,High School,Medium,Yes,Quiet,2.86,85.6,7.01,2.1,68.7,96.0,3,Yes,2.13,Pass
S08127,Female,18,Bachelor,Low,Yes,Quiet,2.9,92.7,9.08,3.1,83.1,69.3,2,Yes,2.21,Fail
S08128,Female,18,PhD,High,Yes,Moderate,2.51,80.9,7.01,2.5,100.0,59.7,3,No,1.75,Fail
S08129,Female,18,Bachelor,Low,Yes,Noisy,3.65,78.3,7.88,0.0,79.9,55.7,2,No,2.46,Pass
S08130,Female,18,Bachelor,Medium,Yes,Quiet,2.13,71.9,7.45,4.0,84.7,63.5,3,Yes,0.9,Fail
S08131,Female,17,Bachelor,Medium,Yes,Quiet,1.44,74.2,7.26,1.6,82.7,72.8,2,No,0.82,Fail
S08132,Male,16,Bachelor,Medium,Yes,Moderate,2.04,81.6,7.83,0.8,94.1,68.1,3,Yes,1.77,Fail
S08133,Female,16,Bachelor,Medium,No,Noisy,1.54,95.7,5.56,4.3,84.6,64.1,1,No,1.45,Fail
S08134,Male,16,Bachelor,High,Yes,Quiet,2.27,79.9,6.91,3.1,91.1,65.3,3,No,2.33,Pass
S08135,Female,15,High School,Medium,Yes,Quiet,3.72,87.6,7.28,3.5,91.4,58.2,3,No,1.29,Fail
S08136,Female,18,Bachelor,Low,Yes,Quiet,0.89,96.2,6.04,2.3,96.3,73.4,0,Yes,1.61,Fail
S08137,Male,17,Master,Medium,Yes,Quiet,2.59,88.8,6.95,2.8,47.4,99.9,4,No,1.17,Fail
S08138,Male,17,Master,Low,Yes,Quiet,4.15,100.0,7.09,2.0,57.2,65.3,2,No,2.21,Pass
S08139,Male,15,High School,Low,Yes,Quiet,4.29,85.7,6.83,1.2,90.1,75.6,0,No,2.86,Pass
S08140,Male,17,Master,Low,Yes,Moderate,2.18,83.4,6.11,3.5,100.0,62.7,3,Yes,1.34,Fail
S08141,Female,16,High School,Low,Yes,Moderate,5.66,81.2,6.25,2.9,84.9,95.5,2,No,2.1,Fail
S08142,Male,15,High School,Medium,Yes,Quiet,1.74,100.0,6.68,5.1,76.1,61.4,1,Yes,1.69,Pass
S08143,Female,17,Bachelor,Medium,Yes,Moderate,2.73,97.2,7.38,0.0,94.8,63.9,3,No,2.39,Fail
S08144,Male,15,High School,Low,Yes,Quiet,1.6,70.4,7.1,4.3,99.8,46.1,2,Yes,1.89,Fail
S08145,Male,15,High School,Medium,Yes,Quiet,3.52,100.0,7.2,1.9,90.1,41.9,3,No,2.71,Pass
S08146,Female,17,High School,Low,No,Quiet,6.36,90.0,6.77,1.8,79.5,66.8,2,No,3.28,Pass
S08147,Female,16,Bachelor,High,No,Quiet,5.21,86.3,6.16,3.4,80.7,61.6,0,No,2.8,Pass
S08148,Male,17,High School,Medium,Yes,Noisy,4.02,90.2,6.69,1.2,83.9,77.5,0,No,2.66,Pass
S08149,Female,18,Bachelor,Low,Yes,Quiet,2.27,75.4,6.17,1.8,99.9,77.9,2,No,1.31,Fail
S08150,Female,18,Bachelor,High,Yes,Moderate,2.8,87.0,4.0,3.4,86.3,73.0,2,No,1.45,Fail
S08151,Female,17,Bachelor,Medium,Yes,Moderate,4.34,81.9,6.99,1.7,86.5,77.2,1,No,2.12,Pass
S08152,Female,16,Master,Medium,Yes,Moderate,3.9,81.4,6.74,1.4,94.3,79.3,0,No,2.66,Pass
S08153,Female,18,Bachelor,Low,Yes,Moderate,3.1,94.6,8.24,1.4,79.3,76.2,3,Yes,2.25,Pass
S08154,Female,18,High School,Medium,Yes,Quiet,3.17,82.4,7.69,3.0,83.9,61.4,0,Yes,1.29,Fail
S08155,Female,17,High School,Medium,Yes,Quiet,4.27,86.0,7.48,0.7,100.0,57.7,0,No,2.09,Pass
S08156,Female,17,Bachelor,Low,No,Quiet,4.56,88.3,6.0,3.6,70.5,66.1,1,No,2.74,Pass
S08157,Male,17,Bachelor,Low,Yes,Moderate,1.2,94.4,8.02,5.7,71.4,64.1,1,No,0.9,Fail
S08158,Female,15,High School,Medium,Yes,Moderate,3.27,97.7,7.14,2.5,67.1,72.7,3,Yes,2.55,Pass
S08159,Male,15,High School,Low,Yes,Moderate,3.69,85.1,6.64,3.2,84.7,85.0,2,No,3.03,Pass
S08160,Female,15,Master,Low,Yes,Quiet,2.36,81.2,6.22,2.9,85.6,65.1,4,Yes,1.05,Fail
S08161,Female,17,Bachelor,Medium,No,Noisy,4.53,100.0,6.35,1.1,51.2,72.7,2,No,2.65,Pass
S08162,Female,16,Bachelor,High,Yes,Quiet,2.65,59.2,6.74,3.0,94.5,99.6,1,No,1.8,Fail
S08163,Female,18,Master,Low,Yes,Quiet,4.57,93.7,5.97,2.8,63.8,74.9,0,Yes,3.08,Pass
